pair,task,sample_key,idx,id,solved,oracle_ratio,oracle_needed_budget,capped_oracle_needed_budget,unsolved_cap_budget,brekv_budget,brekv_score
pair5_evolcodellama_toolace,multifieldqa_en,16::120cb783c796fbedbc76f04cf9be3318e54a63cd642c4401,16,120cb783c796fbedbc76f04cf9be3318e54a63cd642c4401,False,NA,NA,0.6125,0.6125,0.369755,0.0
pair5_evolcodellama_toolace,multifieldqa_en,17::032ee1448dec7751d00cd9f752fc61c5843a47e49dd7fcb6,17,032ee1448dec7751d00cd9f752fc61c5843a47e49dd7fcb6,False,NA,NA,0.612543,0.612543,0.357535,0.0
pair5_evolcodellama_toolace,multifieldqa_en,18::18ef34b54d2ddc134e1be7cae3d6101432465011d016c77a,18,18ef34b54d2ddc134e1be7cae3d6101432465011d016c77a,False,NA,NA,0.6125,0.6125,0.371049,0.0
pair5_evolcodellama_toolace,multifieldqa_en,19::74334862b5d8e2a02deb3c24aa90d5339e443fbc412453b8,19,74334862b5d8e2a02deb3c24aa90d5339e443fbc412453b8,False,NA,NA,0.6125,0.6125,0.326965,0.0
pair5_evolcodellama_toolace,multifieldqa_en,20::934162f30867844eb8d74c9d62c1e2aba3fca790b5b1d53e,20,934162f30867844eb8d74c9d62c1e2aba3fca790b5b1d53e,True,0.1,0.128168,0.128168,0.612328,0.276345,1.0
pair5_evolcodellama_toolace,multifieldqa_en,21::e568cc6d77a0a433937ab4bcf62e49b36a5cf7b3faa0d3ab,21,e568cc6d77a0a433937ab4bcf62e49b36a5cf7b3faa0d3ab,False,NA,NA,0.612448,0.612448,0.404476,0.0
pair5_evolcodellama_toolace,multifieldqa_en,22::daa4eb9d8b28a987b1c2c049200634cdc510636b19a64ccd,22,daa4eb9d8b28a987b1c2c049200634cdc510636b19a64ccd,True,0.1,0.128108,0.128108,0.612568,0.346842,1.0
pair5_evolcodellama_toolace,multifieldqa_en,23::191c14b84f0c8cdad3297f2bee552fb089178995208d7185,23,191c14b84f0c8cdad3297f2bee552fb089178995208d7185,True,0.1,0.128106,0.128106,0.612577,0.360068,1.0
pair5_evolcodellama_toolace,multifieldqa_en,24::9831469b98405cd1fc1bee7de6f9630ae1cbb5946fd7ca0b,24,9831469b98405cd1fc1bee7de6f9630ae1cbb5946fd7ca0b,False,NA,NA,0.6125,0.6125,0.354644,0.0
pair5_evolcodellama_toolace,multifieldqa_en,25::7ae0ad8d4ded2dee79251ff4f951ecfcabad31d8b4f896ae,25,7ae0ad8d4ded2dee79251ff4f951ecfcabad31d8b4f896ae,False,NA,NA,0.61247,0.61247,0.367585,0.0
pair5_evolcodellama_toolace,multifieldqa_en,26::91c198d5820bfba5caf396532a0b30a531e9d09a7a9005a4,26,91c198d5820bfba5caf396532a0b30a531e9d09a7a9005a4,True,0.1,0.128094,0.128094,0.612521,0.371106,1.0
pair5_evolcodellama_toolace,multifieldqa_en,27::34f9b2c3d79ced580687f9653a6908215f79b1405a918cd0,27,34f9b2c3d79ced580687f9653a6908215f79b1405a918cd0,True,0.4,0.41875,0.41875,0.6125,0.381295,1.0
pair5_evolcodellama_toolace,multifieldqa_en,28::8fbf0a6531d9250e6bcda0c7ba456441f6d4073bf08de826,28,8fbf0a6531d9250e6bcda0c7ba456441f6d4073bf08de826,False,NA,NA,0.612474,0.612474,0.350081,0.0
pair5_evolcodellama_toolace,multifieldqa_en,29::d1f31d2998513a4552d0419e16f8eba896e9ea1c8403605b,29,d1f31d2998513a4552d0419e16f8eba896e9ea1c8403605b,True,0.35,0.370363,0.370363,0.612523,0.373247,1.0
pair5_evolcodellama_toolace,multifieldqa_en,30::6caa98612cf0e2ddf58e1ba70daaf79a3ac616280fb48188,30,6caa98612cf0e2ddf58e1ba70daaf79a3ac616280fb48188,True,0.5,0.515625,0.515625,0.612449,0.341801,0.0
pair5_evolcodellama_toolace,multifieldqa_en,31::1f3b1e37c3d2ead7ab4fe7dd9d5cddd55b2c76d28e6bfc86,31,1f3b1e37c3d2ead7ab4fe7dd9d5cddd55b2c76d28e6bfc86,True,0.1,0.12817,0.12817,0.61247,0.371618,1.0
pair5_evolcodellama_toolace,multifieldqa_en,32::33bfe67a3d40e71a5e5351ea5db4ea55df61a018d071074b,32,33bfe67a3d40e71a5e5351ea5db4ea55df61a018d071074b,True,0.3,0.321812,0.321812,0.6125,0.327812,1.0
pair5_evolcodellama_toolace,multifieldqa_en,33::048c12357868d908dfb979ef3c5c6cf7f6d85053acf1cac4,33,048c12357868d908dfb979ef3c5c6cf7f6d85053acf1cac4,True,0.1,0.128142,0.128142,0.612433,0.33907,1.0
pair5_evolcodellama_toolace,multifieldqa_en,34::aeb34faf1b5507b32d6d5b49474ea5c71d4ec2aa84a82d93,34,aeb34faf1b5507b32d6d5b49474ea5c71d4ec2aa84a82d93,True,0.1,0.128167,0.128167,0.612472,0.378167,1.0
pair5_evolcodellama_toolace,multifieldqa_en,35::d70ca68d05af951cd8ff2052095597d1b4dca557bfb0b40b,35,d70ca68d05af951cd8ff2052095597d1b4dca557bfb0b40b,True,0.1,0.128096,0.128096,0.612471,0.349588,1.0
pair5_evolcodellama_toolace,multifieldqa_en,36::69e69439e349a539ca4cff96ae35aa8499ca61886801d488,36,69e69439e349a539ca4cff96ae35aa8499ca61886801d488,False,NA,NA,0.612596,0.612596,0.346708,0.0
pair5_evolcodellama_toolace,multifieldqa_en,37::135b82aecda3c83cfd73d1447e8f92a8a44de50ffdb09444,37,135b82aecda3c83cfd73d1447e8f92a8a44de50ffdb09444,True,0.2,0.225,0.225,0.6125,0.379154,1.0
pair5_evolcodellama_toolace,multifieldqa_en,38::49d0334d26929f712de2cba070a74752f415313c08166f80,38,49d0334d26929f712de2cba070a74752f415313c08166f80,True,0.1,0.128093,0.128093,0.612468,0.347031,1.0
pair5_evolcodellama_toolace,multifieldqa_en,39::751053416f74a11311a13e801634fff8fd48649d3921b368,39,751053416f74a11311a13e801634fff8fd48649d3921b368,True,0.1,0.128125,0.128125,0.6125,0.309125,1.0
pair5_evolcodellama_toolace,multifieldqa_en,40::b619fa683cbbeb8db3d575fc2e261940701a530452b14eef,40,b619fa683cbbeb8db3d575fc2e261940701a530452b14eef,False,NA,NA,0.612546,0.612546,0.373303,0.0
pair5_evolcodellama_toolace,multifieldqa_en,41::25ebcea4435f88495b4175446d1d7d6dacb1034a8f861ca5,41,25ebcea4435f88495b4175446d1d7d6dacb1034a8f861ca5,False,NA,NA,0.612681,0.612681,0.269369,0.0
pair5_evolcodellama_toolace,multifieldqa_en,42::7a503a81877d3baca86f8d7179209e4899823433ab3326f3,42,7a503a81877d3baca86f8d7179209e4899823433ab3326f3,False,NA,NA,0.612469,0.612469,0.398163,0.0
pair5_evolcodellama_toolace,multifieldqa_en,43::4214e20df9d299bae4fb9ba8d1b4792d516812e86960009c,43,4214e20df9d299bae4fb9ba8d1b4792d516812e86960009c,False,NA,NA,0.61252,0.61252,0.396077,0.0
pair5_evolcodellama_toolace,multifieldqa_en,44::ddfed65e5495d0257b22a9537993c3453d8590cc94b8e0d6,44,ddfed65e5495d0257b22a9537993c3453d8590cc94b8e0d6,False,NA,NA,0.612524,0.612524,0.38906,0.0
pair5_evolcodellama_toolace,multifieldqa_en,45::e4725ed7b6df9933d5336f79d5c9d1d803a3e475831f1017,45,e4725ed7b6df9933d5336f79d5c9d1d803a3e475831f1017,False,NA,NA,0.612522,0.612522,0.371278,0.0
pair5_evolcodellama_toolace,multifieldqa_en,46::79ffdceb9859803e365c3de5d24c187ed06b15f04d04ae6a,46,79ffdceb9859803e365c3de5d24c187ed06b15f04d04ae6a,True,0.25,0.273362,0.273362,0.61247,0.372081,1.0
pair5_evolcodellama_toolace,multifieldqa_en,47::9ac60cf60d4bae1dc93b09f374b74b3dec8b1b333397d7cd,47,9ac60cf60d4bae1dc93b09f374b74b3dec8b1b333397d7cd,True,0.2,0.224975,0.224975,0.612551,0.371341,1.0
pair5_evolcodellama_toolace,multifieldqa_en,48::0e2b2bc81542b95fb86a7fe76cf11c52316937c9aac9123e,48,0e2b2bc81542b95fb86a7fe76cf11c52316937c9aac9123e,True,0.15,0.176578,0.176578,0.612563,0.370241,0.0
pair5_evolcodellama_toolace,multifieldqa_en,49::910c9a02ee857c1019702818b6fa2d5c25ed432d08385ba8,49,910c9a02ee857c1019702818b6fa2d5c25ed432d08385ba8,True,0.25,0.273438,0.273438,0.612448,0.305816,1.0
pair5_evolcodellama_toolace,multifieldqa_en,50::2d48bbc2bd6052c5e67824752a9296cbbc26351616cd6d7e,50,2d48bbc2bd6052c5e67824752a9296cbbc26351616cd6d7e,True,0.1,0.128023,0.128023,0.612568,0.335385,1.0
pair5_evolcodellama_toolace,multifieldqa_en,51::bda4a6b251a601b7f7f956f298b59d8e99993845c1eaf7d6,51,bda4a6b251a601b7f7f956f298b59d8e99993845c1eaf7d6,True,0.2,0.224986,0.224986,0.612528,0.393591,1.0
pair5_evolcodellama_toolace,multifieldqa_en,52::e84f6371f23c95f766248ac4e52b781f325f52f09c6eb9ae,52,e84f6371f23c95f766248ac4e52b781f325f52f09c6eb9ae,True,0.35,0.370277,0.370277,0.612523,0.362007,0.0
pair5_evolcodellama_toolace,multifieldqa_en,53::462011b6f9beb976aaf7b38082bcf7d70a91c3c74d2c6e95,53,462011b6f9beb976aaf7b38082bcf7d70a91c3c74d2c6e95,True,0.1,0.128064,0.128064,0.612541,0.370805,1.0
pair5_evolcodellama_toolace,multifieldqa_en,54::420ce59c7a0c084e938dd69dfacf59f61ac3ebbd237780c8,54,420ce59c7a0c084e938dd69dfacf59f61ac3ebbd237780c8,True,0.1,0.128282,0.128282,0.6125,0.354746,1.0
pair5_evolcodellama_toolace,multifieldqa_en,55::f20114170ce5bb518f17950edb4ef828d980bba0bba01077,55,f20114170ce5bb518f17950edb4ef828d980bba0bba01077,False,NA,NA,0.612328,0.612328,0.295423,0.0
pair5_evolcodellama_toolace,multifieldqa_en,56::94ccf4d54b36e7e9d4aa594a7bc426528630a5b8aff296a4,56,94ccf4d54b36e7e9d4aa594a7bc426528630a5b8aff296a4,True,0.1,0.12806,0.12806,0.612543,0.376631,0.0
pair5_evolcodellama_toolace,multifieldqa_en,57::a013f691a7063527fa4e7a4b357081c76656af3cd402a27a,57,a013f691a7063527fa4e7a4b357081c76656af3cd402a27a,True,0.15,0.176665,0.176665,0.612568,0.352922,1.0
pair5_evolcodellama_toolace,multifieldqa_en,58::322b4b2b074049aac101086797d655a21671ef5a9f366353,58,322b4b2b074049aac101086797d655a21671ef5a9f366353,False,NA,NA,0.612218,0.612218,0.362832,0.0
pair5_evolcodellama_toolace,multifieldqa_en,59::ee53f01eb9a44de54723ab03918b7361f2eb630a35ce7b81,59,ee53f01eb9a44de54723ab03918b7361f2eb630a35ce7b81,True,0.1,0.128052,0.128052,0.612427,0.399087,0.0
pair5_evolcodellama_toolace,multifieldqa_en,60::f3374a1971e3cfb4f241e04b82d5016d892e9e32a4aa2b53,60,f3374a1971e3cfb4f241e04b82d5016d892e9e32a4aa2b53,True,0.2,0.224971,0.224971,0.612486,0.392772,1.0
pair5_evolcodellama_toolace,multifieldqa_en,61::46a2207a7a3f6d98effa73491cf83b63f92e29e0023c6e52,61,46a2207a7a3f6d98effa73491cf83b63f92e29e0023c6e52,True,0.1,0.128092,0.128092,0.612467,0.356769,1.0
pair5_evolcodellama_toolace,multifieldqa_en,62::235a5c99cd7fae9e2b410ad99c1b1fafea43799d3f1138a8,62,235a5c99cd7fae9e2b410ad99c1b1fafea43799d3f1138a8,False,NA,NA,0.6125,0.6125,0.368041,0.0
pair5_evolcodellama_toolace,multifieldqa_en,63::fe952dfd723c9b88f1ed4665679b7a13987729fa1c37b0e3,63,fe952dfd723c9b88f1ed4665679b7a13987729fa1c37b0e3,True,0.1,0.128004,0.128004,0.612379,0.370245,0.0
pair5_evolcodellama_toolace,multifieldqa_en,64::3074f07df75f95b421d8871cb9f6448e130ad7d948b137b8,64,3074f07df75f95b421d8871cb9f6448e130ad7d948b137b8,True,0.4,0.418542,0.418542,0.612708,0.359753,1.0
pair5_evolcodellama_toolace,multifieldqa_en,65::3a63a9ca3248cecdeef9f43282a5162ff154b0bcdcf4ba81,65,3a63a9ca3248cecdeef9f43282a5162ff154b0bcdcf4ba81,True,0.15,0.17658,0.17658,0.612454,0.384346,0.0
pair5_evolcodellama_toolace,multifieldqa_en,66::80a04c9306d232e6327b14f03e260d28060fe12395d87e31,66,80a04c9306d232e6327b14f03e260d28060fe12395d87e31,True,0.1,0.128152,0.128152,0.612482,0.33094,1.0
pair5_evolcodellama_toolace,multifieldqa_en,67::69ea47e54e2cedec193247f452f5d3bbef2566a93f1dd353,67,69ea47e54e2cedec193247f452f5d3bbef2566a93f1dd353,False,NA,NA,0.6125,0.6125,0.388277,0.0
pair5_evolcodellama_toolace,multifieldqa_en,68::46b15f1200c46251053ec3dfa806dbdf515eb34053a5e0d1,68,46b15f1200c46251053ec3dfa806dbdf515eb34053a5e0d1,True,0.1,0.128075,0.128075,0.61245,0.364469,1.0
pair5_evolcodellama_toolace,multifieldqa_en,69::60c66572f28b071899547f0aa0b4a271969c3b153e96406b,69,60c66572f28b071899547f0aa0b4a271969c3b153e96406b,False,NA,NA,0.612535,0.612535,0.386429,0.0
pair5_evolcodellama_toolace,multifieldqa_en,70::0ecdb8439f1360140995c6f5f6cc99c38cebb9216d1395e4,70,0ecdb8439f1360140995c6f5f6cc99c38cebb9216d1395e4,True,0.3,0.321739,0.321739,0.612681,0.344961,1.0
pair5_evolcodellama_toolace,multifieldqa_en,71::d5422b0fdbed42c0f1d2213edb6c7637802452e4ca7287eb,71,d5422b0fdbed42c0f1d2213edb6c7637802452e4ca7287eb,True,0.1,0.128441,0.128441,0.6125,0.310423,1.0
pair5_evolcodellama_toolace,multifieldqa_en,72::a40877e222497d3ff2efbeb1926e20600f8aac947820063c,72,a40877e222497d3ff2efbeb1926e20600f8aac947820063c,True,0.1,0.128157,0.128157,0.612479,0.323327,0.0
pair5_evolcodellama_toolace,multifieldqa_en,73::aeb6cb26b11fc386727a529761d9d233ec7ba8dea9800b0f,73,aeb6cb26b11fc386727a529761d9d233ec7ba8dea9800b0f,False,NA,NA,0.6125,0.6125,0.361866,0.0
pair5_evolcodellama_toolace,multifieldqa_en,74::c18fe208b75f8f5b4214e2cb17420d75bf525e176e425fc0,74,c18fe208b75f8f5b4214e2cb17420d75bf525e176e425fc0,True,0.1,0.128147,0.128147,0.612486,0.367547,1.0
pair5_evolcodellama_toolace,multifieldqa_en,75::0da7747b164232cac911a34f6d0421028b27db0ce70e26a7,75,0da7747b164232cac911a34f6d0421028b27db0ce70e26a7,False,NA,NA,0.612473,0.612473,0.374339,0.0
pair5_evolcodellama_toolace,multifieldqa_en,76::f084724966601afea0017630eeee76cf0b65099356667bc2,76,f084724966601afea0017630eeee76cf0b65099356667bc2,True,0.2,0.225126,0.225126,0.612563,0.349302,1.0
pair5_evolcodellama_toolace,multifieldqa_en,77::4ad542cf320f1c01a4bce92a59628789784cf9722d7d476c,77,4ad542cf320f1c01a4bce92a59628789784cf9722d7d476c,True,0.15,0.176539,0.176539,0.612562,0.374855,1.0
pair5_evolcodellama_toolace,multifieldqa_en,78::7d9bc0ed11dfc39ab91980d15a95fcd9f5902d25f85ec436,78,7d9bc0ed11dfc39ab91980d15a95fcd9f5902d25f85ec436,True,0.1,0.128044,0.128044,0.612419,0.382477,0.0
pair5_evolcodellama_toolace,multifieldqa_en,79::13b04172d2261a0c9545a0e3670c1c43105ccab41ce1a726,79,13b04172d2261a0c9545a0e3670c1c43105ccab41ce1a726,False,NA,NA,0.612448,0.612448,0.392786,0.0
pair5_evolcodellama_toolace,multifieldqa_en,80::60b19bbfd875f79ca168f6db761d192ab710f9b5f395de89,80,60b19bbfd875f79ca168f6db761d192ab710f9b5f395de89,True,0.2,0.22495,0.22495,0.612475,0.37903,1.0
pair5_evolcodellama_toolace,multifieldqa_en,81::690d6407b1ef9f8d373370bbcb02f7ecf198379774101140,81,690d6407b1ef9f8d373370bbcb02f7ecf198379774101140,False,NA,NA,0.612555,0.612555,0.333912,0.0
pair5_evolcodellama_toolace,multifieldqa_en,82::edbbdb9727c3a51310d24895d08c5a90673cb9d514770878,82,edbbdb9727c3a51310d24895d08c5a90673cb9d514770878,False,NA,NA,0.61242,0.61242,0.363317,1.0
pair5_evolcodellama_toolace,multifieldqa_en,83::c4f2dfb06f56a185067d2f147c4d846aa0b895f1968eda12,83,c4f2dfb06f56a185067d2f147c4d846aa0b895f1968eda12,True,0.1,0.128187,0.128187,0.612253,0.309532,1.0
pair5_evolcodellama_toolace,multifieldqa_en,84::ac42a5a54b029a05be6e6e13d9001a81761d7b40ad1edfe2,84,ac42a5a54b029a05be6e6e13d9001a81761d7b40ad1edfe2,True,0.15,0.176514,0.176514,0.6125,0.347053,1.0
pair5_evolcodellama_toolace,multifieldqa_en,85::a9f124fabc341d61e359af8e8badf79dd63a97896c28842e,85,a9f124fabc341d61e359af8e8badf79dd63a97896c28842e,True,0.35,0.370292,0.370292,0.6125,0.349979,0.0
pair5_evolcodellama_toolace,multifieldqa_en,86::8e79ff617e6cfd373020194ce4cb84531a6aec6ab7e6cfc2,86,8e79ff617e6cfd373020194ce4cb84531a6aec6ab7e6cfc2,False,NA,NA,0.612253,0.612253,0.309433,0.0
pair5_evolcodellama_toolace,multifieldqa_en,87::f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,87,f01044ae4abc16064872421a7dc9b21c98dc2bb4f4b5351a,True,0.1,0.128168,0.128168,0.612328,0.29188,1.0
pair5_evolcodellama_toolace,multifieldqa_en,88::394cb48c037481d97cdf1dbd7adef475061b9e77235842e2,88,394cb48c037481d97cdf1dbd7adef475061b9e77235842e2,True,0.3,0.32186,0.32186,0.61247,0.351079,1.0
pair5_evolcodellama_toolace,multifieldqa_en,89::dffb383ee06d8413ac40e2c1ec7bde5548ef07fc8f35ad2f,89,dffb383ee06d8413ac40e2c1ec7bde5548ef07fc8f35ad2f,False,NA,NA,0.612445,0.612445,0.30814,0.0
pair5_evolcodellama_toolace,multifieldqa_en,90::ad753e5807afddae5d0a133de86b5224cb074edfcc9477bf,90,ad753e5807afddae5d0a133de86b5224cb074edfcc9477bf,True,0.1,0.128154,0.128154,0.612529,0.378518,1.0
pair5_evolcodellama_toolace,multifieldqa_en,91::2646315b4135b08675c4ab2110dc544058659b9b6aab4752,91,2646315b4135b08675c4ab2110dc544058659b9b6aab4752,True,0.1,0.128157,0.128157,0.6125,0.33146,1.0
pair5_evolcodellama_toolace,multifieldqa_en,92::c60792f391b389a1c44b0a8f62f4a792d9ed82286b1b7f95,92,c60792f391b389a1c44b0a8f62f4a792d9ed82286b1b7f95,False,NA,NA,0.612521,0.612521,0.363495,0.0
pair5_evolcodellama_toolace,multifieldqa_en,93::635ad5e3696e0d297f3ea8909d42975a5c1eb49a7f4a8466,93,635ad5e3696e0d297f3ea8909d42975a5c1eb49a7f4a8466,True,0.1,0.128004,0.128004,0.612379,0.360571,0.0
pair5_evolcodellama_toolace,multifieldqa_en,94::25d54c0a145838996b56def82126f35b3fabe3e100d10fc0,94,25d54c0a145838996b56def82126f35b3fabe3e100d10fc0,False,NA,NA,0.6125,0.6125,0.386132,0.0
pair5_evolcodellama_toolace,multifieldqa_en,95::5a18017502d827b72fc74d91f13f6f14193b4964c3420e47,95,5a18017502d827b72fc74d91f13f6f14193b4964c3420e47,False,NA,NA,0.612441,0.612441,0.397914,0.0
pair5_evolcodellama_toolace,multifieldqa_en,96::238c4efe738cecd8346abfdc57707996aef30f9b43d1a577,96,238c4efe738cecd8346abfdc57707996aef30f9b43d1a577,True,0.1,0.128171,0.128171,0.612546,0.38225,1.0
pair5_evolcodellama_toolace,multifieldqa_en,97::583c9765ccee578fbc4e86090b48ca54163aa00fd5911cfe,97,583c9765ccee578fbc4e86090b48ca54163aa00fd5911cfe,True,0.3,0.32184,0.32184,0.612518,0.375893,1.0
pair5_evolcodellama_toolace,multifieldqa_en,98::b41aef2d0475f46a78a3168c6c8a614170975f82507cf2e4,98,b41aef2d0475f46a78a3168c6c8a614170975f82507cf2e4,False,NA,NA,0.612449,0.612449,0.370386,0.0
pair5_evolcodellama_toolace,multifieldqa_en,99::d2a588e420083f151239e660bd47ec0cad9732ec308ab9bc,99,d2a588e420083f151239e660bd47ec0cad9732ec308ab9bc,False,NA,NA,0.612515,0.612515,0.430254,0.0
pair5_evolcodellama_toolace,multifieldqa_en,100::0e9a32e0989483442381f0195e620fea8c5538e42f130bdb,100,0e9a32e0989483442381f0195e620fea8c5538e42f130bdb,True,0.15,0.176542,0.176542,0.612556,0.351489,0.0
pair5_evolcodellama_toolace,multifieldqa_en,101::ec016e90ac78727f3c4aa176db472724bda53c07cb8cb696,101,ec016e90ac78727f3c4aa176db472724bda53c07cb8cb696,False,NA,NA,0.612541,0.612541,0.289678,0.0
pair5_evolcodellama_toolace,multifieldqa_en,102::d427e3ab7584a0e253bfb6a9d76626b726c79b57d5e39f2a,102,d427e3ab7584a0e253bfb6a9d76626b726c79b57d5e39f2a,True,0.4,0.418792,0.418792,0.612458,0.327411,0.0
pair5_evolcodellama_toolace,multifieldqa_en,103::67dd297408f3d52f22ede88df0b62644dac86da77f009e71,103,67dd297408f3d52f22ede88df0b62644dac86da77f009e71,True,0.1,0.128023,0.128023,0.6125,0.359754,0.0
pair5_evolcodellama_toolace,multifieldqa_en,104::7d357dddfddb09bf71c6ce3d2c6780b3380d725f534d0b91,104,7d357dddfddb09bf71c6ce3d2c6780b3380d725f534d0b91,False,NA,NA,0.61248,0.61248,0.386075,0.0
pair5_evolcodellama_toolace,multifieldqa_en,105::6ee1971ac8c7c0ee4a5add9ec201557d28d3c2f66b176fb4,105,6ee1971ac8c7c0ee4a5add9ec201557d28d3c2f66b176fb4,True,0.1,0.128135,0.128135,0.612459,0.383044,1.0
pair5_evolcodellama_toolace,multifieldqa_en,106::a8da0d2585bb54d571a2ab4a539b61eef56b5e271692be42,106,a8da0d2585bb54d571a2ab4a539b61eef56b5e271692be42,True,0.1,0.12808,0.12808,0.612455,0.334805,1.0
pair5_evolcodellama_toolace,multifieldqa_en,107::47b9dbb6d85243ffdaf6d95e842986b30d49d95913f21b6a,107,47b9dbb6d85243ffdaf6d95e842986b30d49d95913f21b6a,True,0.2,0.224901,0.224901,0.61245,0.381167,0.0
pair5_evolcodellama_toolace,multifieldqa_en,108::3c8e9fef2eae8f49aae38b7314a3425b99c3ca8b051e8293,108,3c8e9fef2eae8f49aae38b7314a3425b99c3ca8b051e8293,True,0.15,0.176581,0.176581,0.612452,0.368023,1.0
pair5_evolcodellama_toolace,multifieldqa_en,109::7f8fc6a04f8be9000b41098aa0f8d7fbfd42e2aa43bf7997,109,7f8fc6a04f8be9000b41098aa0f8d7fbfd42e2aa43bf7997,True,0.1,0.128094,0.128094,0.612521,0.393274,1.0
pair5_evolcodellama_toolace,multifieldqa_en,110::c677827fc67e60c6396dceb5c4194aaba925aa1c61ad7115,110,c677827fc67e60c6396dceb5c4194aaba925aa1c61ad7115,True,0.1,0.128148,0.128148,0.612523,0.377142,1.0
pair5_evolcodellama_toolace,multifieldqa_en,111::622b577978afc1346c315f98a18678c8e6d5ccbf82511f74,111,622b577978afc1346c315f98a18678c8e6d5ccbf82511f74,False,NA,NA,0.6125,0.6125,0.367736,0.0
pair5_evolcodellama_toolace,multifieldqa_en,112::8d72c6709ee1da38a65cdfb4f9d90e7348fd8e356c0a8165,112,8d72c6709ee1da38a65cdfb4f9d90e7348fd8e356c0a8165,True,0.3,0.321825,0.321825,0.612525,0.397616,1.0
pair5_evolcodellama_toolace,multifieldqa_en,113::45e06726b160cfb851e2179017f90e37f4f4dec62f346e33,113,45e06726b160cfb851e2179017f90e37f4f4dec62f346e33,True,0.1,0.128052,0.128052,0.612427,0.404104,1.0
pair5_evolcodellama_toolace,multifieldqa_en,114::6065487485ac8c59b14aeb4bfb6c0cc1c26203d0ab1d3b1b,114,6065487485ac8c59b14aeb4bfb6c0cc1c26203d0ab1d3b1b,True,0.3,0.321865,0.321865,0.61248,0.38983,0.0
pair5_evolcodellama_toolace,multifieldqa_en,115::c39f97567cff21a8591f02117632ea71e7b566f65d2d62ab,115,c39f97567cff21a8591f02117632ea71e7b566f65d2d62ab,True,0.1,0.128095,0.128095,0.61252,0.398901,1.0
pair5_evolcodellama_toolace,multifieldqa_en,116::ae5a3edc1bc76fee6fa1aa6557e83bc3cfea0c190763ecce,116,ae5a3edc1bc76fee6fa1aa6557e83bc3cfea0c190763ecce,False,NA,NA,0.612471,0.612471,0.408548,0.0
pair5_evolcodellama_toolace,multifieldqa_en,117::7e9ba2f426e81faad004a9aba93c714af689ed705e544d22,117,7e9ba2f426e81faad004a9aba93c714af689ed705e544d22,True,0.3,0.321822,0.321822,0.6125,0.37901,1.0
pair5_evolcodellama_toolace,multifieldqa_en,118::b16c38bf627891a3bf60ee57f9f3c2f5730f4ea3a0f44b0e,118,b16c38bf627891a3bf60ee57f9f3c2f5730f4ea3a0f44b0e,True,0.1,0.128092,0.128092,0.612522,0.380896,1.0
pair5_evolcodellama_toolace,multifieldqa_en,119::101225d103936ad083c5da47c3dce73ce569b62cbaa093bd,119,101225d103936ad083c5da47c3dce73ce569b62cbaa093bd,False,NA,NA,0.612552,0.612552,0.378415,0.0
pair5_evolcodellama_toolace,multifieldqa_en,120::c93a8eb62278ce7c575ba542b2bcd5e610fa15035906463c,120,c93a8eb62278ce7c575ba542b2bcd5e610fa15035906463c,True,0.1,0.128229,0.128229,0.61243,0.344322,1.0
pair5_evolcodellama_toolace,multifieldqa_en,121::37dfd65b9a8316b9569875b8bcfc5a8bd65e044a88b2e894,121,37dfd65b9a8316b9569875b8bcfc5a8bd65e044a88b2e894,True,0.1,0.12807,0.12807,0.612445,0.35834,0.0
pair5_evolcodellama_toolace,multifieldqa_en,122::92bf77fcae3c753b768f1289eeb1e899fc8e75a14509a5f9,122,92bf77fcae3c753b768f1289eeb1e899fc8e75a14509a5f9,False,NA,NA,0.612626,0.612626,0.343517,0.0
pair5_evolcodellama_toolace,multifieldqa_en,123::73b9b4130b4a4931bed5ea7e24331ce61b59271eac6c6c01,123,73b9b4130b4a4931bed5ea7e24331ce61b59271eac6c6c01,True,0.1,0.128093,0.128093,0.612468,0.347031,1.0
pair5_evolcodellama_toolace,multifieldqa_en,124::f1b59c798ab323ea8409ba09709de506bd83699885ce61a5,124,f1b59c798ab323ea8409ba09709de506bd83699885ce61a5,False,NA,NA,0.612472,0.612472,0.389359,0.0
pair5_evolcodellama_toolace,multifieldqa_en,125::59a29a109088d9bd027b8fb77c20871684aa5069abec8e20,125,59a29a109088d9bd027b8fb77c20871684aa5069abec8e20,False,NA,NA,0.612521,0.612521,0.37083,0.0
pair5_evolcodellama_toolace,multifieldqa_en,126::4d6cd243b10a8460d2e2239182b797420ccc36335a74d23e,126,4d6cd243b10a8460d2e2239182b797420ccc36335a74d23e,True,0.1,0.128107,0.128107,0.612573,0.347407,1.0
pair5_evolcodellama_toolace,multifieldqa_en,127::5914446861ce8a3d0d9204dfc9d41edd747de735c3c3fc36,127,5914446861ce8a3d0d9204dfc9d41edd747de735c3c3fc36,False,NA,NA,0.612472,0.612472,0.391498,0.0
pair5_evolcodellama_toolace,multifieldqa_en,128::dee63735510f6958f4c5bf318421c9b9fac0bc8b3e341a4a,128,dee63735510f6958f4c5bf318421c9b9fac0bc8b3e341a4a,False,NA,NA,0.6125,0.6125,0.359817,0.0
pair5_evolcodellama_toolace,multifieldqa_en,129::df53ff06fbc99dbae6bfe13a946420321d4542480eeb56f3,129,df53ff06fbc99dbae6bfe13a946420321d4542480eeb56f3,True,0.2,0.225021,0.225021,0.612458,0.317244,1.0
